rank,pid_1915,pid_1924,similarity,chapter_1915,chapter_1924,section_1924,text_1915,text_1924
210,C06-P14,C03-S04-I07-P04,0.08333333333333333,C06,C03,C03-S04,第二、神經本位意識論(Neurologische Theorie des Bewnsstseins)是れは意識は獨り人間のみでない。 神經系統のある他動物にもあ...,第二 人類는 進化하는 것인 故로 人類는 過去的 意味에서 天地萬物을 다 가티 我身에 備하야 둔 感이 잇나니 人類가 사람性 無窮主義에 依하야 萬有의...
211,C06-P15,C03-S04-I06-P07,0.08333333333333333,C06,C03,C03-S04,第三、動物本位意識論（Animalische Theorie des Bewusstseins）是れは凡ての動物に意識があると云ふのであります。 さうして單に動...,第三 大宇宙의 活精은 組織的 進化理法에 依하야 사람性을 形成한 範圍內에서 茲에 靈魂의 偉力이 나타나게 되는 것
212,C13-S01-P01,C06-S06-P13,0.08333333333333333,C13,C06,C06-S06,基督敎と儒敎と對照して見ますと素より種々なる差異點のあることが見えるのであります。 此處には差異點を講究する積りではないけれども、差異點のあることを決して看過し...,丁、儒敎는 神人敎이나 基督敎는 神政敎인 것이라 佛敎는 萬物이 皆有佛心이라하야 汎神觀的 觀念下에서 人으로 佛될 可能性이 有하다 認定하는 宗敎이나 ...
213,C13-S01-P05,C03-S04-I06-P08,0.08333333333333333,C13,C03,C03-S04,第四に基督敎の方は復活（レサレクション）の考があります。 基督が復活したといふことを篤く信じて、基督を信仰する者は亦基督の樣に復活するといふのがポーロの考であり...,第四 人이 死함과 共히 靈魂은 다시 사람性(宇宙의 靈性)에 歸하는 것
214,C13-S01-P05,C06-S06-P09,0.08333333333333333,C13,C06,C06-S06,第四に基督敎の方は復活（レサレクション）の考があります。 基督が復活したといふことを篤く信じて、基督を信仰する者は亦基督の樣に復活するといふのがポーロの考であり...,第二 . 佛敎와 基督敎의 差異点을 들러 보면
215,C13-S01-P07,C06-S06-P09,0.08333333333333333,C13,C06,C06-S06,六には基督敎は愛を説き、儒敎は仁を説きます。 仁も愛に相違ないが、基督敎の愛は無差別平等の愛であり、儒敎の愛は差別的秩序的の愛であります。 近い處から段々遠きに...,第二 . 佛敎와 基督敎의 差異点을 들러 보면
216,C13-S01-P08,C06-S06-P15,0.08333333333333333,C13,C06,C06-S06,斯ういふやうな差異點が基督敎と儒敎との間にはあります。 まだ此外にも索致たならばいろ／＼列擧し得らるゝでありませうが茲にはさういふ差異點でて、基督敎と儒敎との間...,己、佛敎는 佛을 汎神敎的 宇宙普遍인 理性으로 解釋할 수 잇스나 基督敎는 어대까지든지 神을 人格者로 觀하는 것이라
217,C14-S02-P01,C06-S06-P18,0.08333333333333333,C14,C06,C06-S06,佛基二敎を對照して考へて見ますると、其の性質に少なくも三つの差異點を認めるのであります。,以上은 儒 佛 基三敎의 差異點을 槪述한 것이라 이제 人乃天이 그 三敎의 特色에 比하야 如何한 區別이 잇는가를 言하면
218,C14-S02-P03,C06-S06-P15,0.08333333333333333,C14,C06,C06-S06,第二に佛敎は理性的の處があります。 徐程理窟ぽい處がある。 即ち理に訴へて説き明す方面がある。 それならばと云つて感情的の方面がないかといふとさうではない。 感...,己、佛敎는 佛을 汎神敎的 宇宙普遍인 理性으로 解釋할 수 잇스나 基督敎는 어대까지든지 神을 人格者로 觀하는 것이라
219,C14-S04-P03,C04-S03-I01-P06,0.08333333333333333,C14,C04,C04-S03,如何に佛敎と基督敎を調和しやうとしても、歷史的には到底調和することの出來ないのは、此顯著なる差異點であります。,그러면 우리는 如何한 方法에 依하야 此 三大害惡을 除去할 수 잇스랴
220,C14-S04-P03,C06-S06-P02,0.08333333333333333,C14,C06,C06-S06,如何に佛敎と基督敎を調和しやうとしても、歷史的には到底調和することの出來ないのは、此顯著なる差異點であります。,第一 儒敎와 基督敎의 差異点으로 말하면
221,C14-S05-P01,C03-S03-I02-P10,0.08333333333333333,C14,C03,C03-S03,次に道德に關する方面にいろ／＼の差異點がありますが、今は唯、三つの點を擧げて之を論ずることに致しませう。,이제 한울님과 사람을 合一케 하고 사람을 생기되 한울가티 하라 敎를 섯웟슴이 人乃天의 큰 道德이니 萬一 우리가 사람 自己네의 동무를 다 가티 한...
222,C21-P07,C04-S03-I01-P06,0.08333333333333333,C21,C04,C04-S03,宗敎と道徳とを對照してお話をするには、其要素を捉へてお話せんければならぬ。 宗敎の要素といふものは何う云ふものか。 如何なる宗敎にでも是非なければならぬ要素とい...,그러면 우리는 如何한 方法에 依하야 此 三大害惡을 除去할 수 잇스랴
223,C22-P21,C06-S06-P17,0.08333333333333333,C22,C06,C06-S06,私は亞米利加の「ユニテリアン」を硏究したことはないが、日本ではどうしても日本人の頭腦を以て基督敎であれ、佛敎であれ、總ての古來の宗敎の形體を棄てゝ、其精神を探つ...,辛、佛敎은 人의 災禍는 사람 自己의 自業自得인 因果律로 엇는 것이라 하엿고 基督敎는 이를 先天的 人의 罪業으로 信하는 것이라 딸하서 佛敎는 사람...
224,C27-P35,C06-S03-P03,0.08333333333333333,C27,C06,C06-S03,斯ういふ工合に關係して居ることが分ります。 又金の事をサンスクリットではカナカと云ひますが、是はカン(光る)と云ふ言葉から來たのである。 それを比較しますと、,이러케 생각하고 보면 良心과 神의 關係는 全히 合致되는 境涯가 잇슴을 發見할 수 잇스니 何故오 良心은 自由意志로 나오는 것이오 自由意志는 神的 ...
225,C27-P02,C03-S04-I02-P02,0.08247422680412371,C27,C03,C03-S04,私は此の日本民族の起原に就いては、餘ほど以前から色々考へたことがありますが、それを纏めて世に發表したこともないのであります。 所が昨年九月から、特に日本神話を硏...,唯物論이라 함은 그의 이름과 가티 宇宙를 純粹히 唯物로 보는 것이니 宇宙萬有의 存在及作用이 다갓티 物質의 現象及力에 지나지 안이 한다 함이라 唯...
226,C17-P08,C04-S03-I01-P05,0.0821917808219178,C17,C04,C04-S03,之を引括めて言ひますれば佛敎の革新は先づ僧侶が其人を造變へる、其人を良く爲すことを努めるといふのが第一で、それから第二には偶像崇拜を全廢して仕舞ふといふことを企...,大槪- 現在 우리의 生活中에서 害惡이라 할 만한 部分을 大別하야 보면 三種으로 논을수잇나니 第一은 生理的 害惡이니 例하면 死와 疾病 其他 모든 ...
227,C02-P35,C03-S03-I02-P17,0.08163265306122448,C02,C03,C03-S03,この意識の起源といふことに就いては、是迄の學者が餘程頭腦を惱ましたことでありますが、段々近世の學者の硏究した所に依りますと、意識といふものは決して是れは或時代に...,人乃天의 永生의 信仰은 이로써 사람에게 가르침이니 볼지어다 巖間에 잇는 맑은 셈이 不絕히 흘으되 限이 업슴을、地上에 잇는 모든 植物과 生物이 果...
228,C12-P13,C06-S06-P13,0.08163265306122448,C12,C06,C06-S06,第四には神道は現實敎であります。 即ち超絶敎でない。 彼の佛敎だの基督敎の如き宗敎は何れも超絶敎である。 超絶敎であると云つても、人間社會に無關係と云ふ意味では...,丁、儒敎는 神人敎이나 基督敎는 神政敎인 것이라 佛敎는 萬物이 皆有佛心이라하야 汎神觀的 觀念下에서 人으로 佛될 可能性이 有하다 認定하는 宗敎이나 ...
229,C12-P26,C06-S06-P14,0.08163265306122448,C12,C06,C06-S06,そこで神道は神人合一の敎であつて、なか／＼一種の長處を有つて居ると云はなければならぬ。 此點に於ては佛敎と一致して居ります。 佛敎は神人一の敎である。 佛敎では...,戊、佛敎는 沒我敎이나 基督敎는 主我敎이라 佛敎는 個我를 沒케 하야 大我 即 佛의 性을 實現함으로써 그 目的을 삼앗스나 基督敎는 神性과 人格을 差...
230,C16-P12,C03-S04-I03-P02,0.08139534883720931,C16,C03,C03-S04,そこで宗敎の由つて起る所を考へて見ると、宗敎は矢張宇宙の實在を本とする。 實在と個人との關係から起る。 個人が宇宙の實在に對する感情、是が元來宗敎を產出して居る...,一神敎는 宇宙는 唯一 神의 支配를 受한다 云하는 것이며 그리하야 其 所謂 一神은 人格을 具한 者라 觀하엿슴이라 宇宙에는 唯一 人格的 神이 有하야...
231,C02-P15,C03-S04-I02-P12,0.08108108108108109,C02,C03,C03-S04,第三には物質といふものは畢竟吾々の觀念である。 吾々の觀念でないと云ふならばどう云ふものがあるか。 つまり物質といふものは廣く概括して考へて居るのである。 吾々...,實體로 보면 精神과 物質은 곳 實在이며 精神과 物質의 便으로 보면 實在는 곳 物質과 精神이 된다 함이라 實在를 생각하는 觀念上 두 가지의 抽象을...
232,C13-S01-P05,C06-S06-P03,0.08108108108108109,C13,C06,C06-S06,第四に基督敎の方は復活（レサレクション）の考があります。 基督が復活したといふことを篤く信じて、基督を信仰する者は亦基督の樣に復活するといふのがポーロの考であり...,甲、基督敎는 純粹信仰에 依하야 成立된 宗敎이나 儒敎는 大體가 德敎인 것이다 基督敎는 知를 不要하고 理論을 不要하는 宗敎이니 但히 神을 信하며 神...
233,C21-P07,C01-S01-I02-P03,0.08108108108108109,C21,C01,C01-S01,宗敎と道徳とを對照してお話をするには、其要素を捉へてお話せんければならぬ。 宗敎の要素といふものは何う云ふものか。 如何なる宗敎にでも是非なければならぬ要素とい...,그럼으로 無窮으로부터 起하는 宗敎的 觀念은 時空의 無窮과 關連된 信念인 故로 新社會에는 必然으로 新社會에 要할 만한 宗敎的 觀念이 일어나게 되는...
234,C02-P28,C03-S04-I02-P02,0.08064516129032258,C02,C03,C03-S04,それから第五には、唯心といふことは自然科學の立場と齟齬する性質を有つて居る。 何故かといへば、唯心論では外界物質も精神の產物であると、斯う見る。 神の產物である...,唯物論이라 함은 그의 이름과 가티 宇宙를 純粹히 唯物로 보는 것이니 宇宙萬有의 存在及作用이 다갓티 物質의 現象及力에 지나지 안이 한다 함이라 唯...
235,C06-P21,C03-S04-I04-P04,0.08064516129032258,C06,C03,C03-S04,此の如く觀て來まするといふと、生命には以上の五種の特徴が伴ふて居るのであつて、是れが最も生命を解釋する上に注意すべきものであります。 單に生命に伴ふと云ふばかり...,第三 生命은 目的이 有하다 生命은 一定한 目的이 有하야 그 目的의 方面으로 恒常 繼續的 運動을 하고 잇나니 植物이 太陽의 方面을 向하야 其枝를 ...
236,C08-P30,C06-S04-P05,0.08064516129032258,C08,C06,C06-S04,それから本能に就いていろ／＼論じて居ります。 が本能に由つて往くべきやうな事は無論あるけれども、本能に間違もあるからして必ずしも本能に從ふべきではない。 直ちに...,이와 가티 個人의 運命은 人類가 自己의 全的生活 如何에 依하야 左右되는 것으로 人類의 運命이라 하는 것은 오즉 人類全體의 協同扶助의 生活에서 새...
237,C13-S04-P02,C05-S07-I04-P01,0.08045977011494253,C13,C05,C05-S07,その人間に二種類あるといふことは昔も今も同じことであります。 今日の世の中を見ても、實踐道徳の立場から觀察して見ると、善人と不善人との二種類でありまして、不善人...,셋째 虛僞에 對한 自然이니 이러한 自然의 意味는 天然界의 自然에서 獨特한 美点인 同時에 사람性 自然에도 어대까지든지 그 美点을 發揮하여야 할지라...
